latitude,longitude,forecast,date_recorded
-6.95705213,39.28171543,0,2011-03-01
-3.5012199999999996,36.80687379,2,2013-03-15
-10.19395885,39.68712275,2,2013-01-26
-4.7550635,38.37295716,0,2011-03-21
-3.25092862,37.554813,0,2013-03-30
-8.77867075,36.35832997,0,2011-03-20
-3.05858251,37.61677569,2,2013-02-27
-3.2872193999999997,36.67122231,0,2013-03-04
-6.91259865,36.20257064,0,2011-03-30
-6.74273198,39.16167274,2,2013-03-25
-6.44760553,38.36150607,0,2011-03-09
-3.22441544,37.11550438,0,2013-07-03
-3.18378709,37.05923114,0,2013-03-16
-3.26978598,37.24336602,0,2013-11-03
-3.32038962,36.97773386,0,2013-03-22
-4.77526191,35.94414999,0,2011-04-17
-3.30169769,36.61951772,2,2013-03-28
-10.73095783,35.38644741,0,2013-02-28
-3.33169769,37.37089167,2,2013-02-20
-3.38934577,36.58885634,0,2013-05-03
-9.76202244,34.46541087,0,2011-03-09
-3.16192526,34.16568115,2,2012-10-05
-10.85939545,39.58774218,2,2013-01-26
-3.3371779999999998,36.88761061,2,2013-07-03
-4.94299725,38.18462264,0,2011-03-25
-1.44420665,33.9101171,2,2012-11-15
-3.26339844,37.12497927,0,2013-02-03
-4.46786133,37.93957292,0,2013-03-21
-9.1507109,34.92536822,0,2011-02-23
-4.84343374,29.93554367,0,2013-01-29
-3.49052942,36.84489754,0,2013-03-16
-10.767526199999999,39.63071029,0,2013-01-31
-6.52301133,35.66099203,0,2011-03-08
-3.80550727,32.59390895,0,2013-02-09
-4.74115939,29.68681708,2,2013-01-16
-4.26613925,37.88674592,0,2013-03-29
-3.07212859,37.6128392,2,2013-02-28
-6.33253142,38.38980785,0,2011-02-28
-9.35556475,34.22235209,0,2011-02-26
-4.39828163,34.35373286,2,2013-02-11
-8.793481300000002,36.35786821,0,2011-03-19
-3.36734949,35.73401499,0,2013-03-15
-6.33106811,35.74682323,0,2011-04-01
-4.76413982,29.669724699999996,2,2013-01-16
-2e-08,0.0,0,2011-07-18
-7.63103102,35.37323794,2,2011-03-08
-3.34326484,36.7865489,2,2013-03-13
-5.82726163,34.96246239,2,2013-01-24
-7.86216412,36.89863502,0,2011-03-28
-9.59580887,33.92419486,0,2011-10-07
-4.71429936,29.67364839,2,2013-01-17
-4.79826817,29.655521899999997,2,2013-02-10
-5.34753669,38.98166976,0,2011-03-03
-3.17534414,34.119394799999995,0,2012-10-04
-7.97729497,31.62464060000001,0,2013-02-04
-4.41221918,35.49373058,0,2013-02-23
-5.93224968,35.96823465,2,2011-04-06
-5.42464588,38.12036821,0,2011-04-02
-5.92252836,37.43404253,2,2011-03-28
-1.46590917,31.74849711,1,2011-07-20
-10.73379271,39.74890273,2,2013-01-29
-2.07082002,32.99251347,2,2011-07-27
-3.19574567,37.19565841,0,2013-12-03
-9.19739637,34.74072868,0,2011-04-15
-4.07573145,37.73476481,0,2013-03-24
-6.84440176,38.63311793,2,2011-03-01
-10.95017306,39.33425361,2,2013-01-20
-6.80913545,38.97718077,2,2011-03-17
-2.94952641,30.90737568,2,2013-02-09
-2.53654089,32.91069956,2,2011-07-25
-6.54449324,38.97770606,0,2011-03-24
-4.87520859,29.82265313,1,2013-01-29
-5.11320697,38.79069365,0,2011-03-13
-9.23465448,34.61487938,0,2011-03-24
-6.84485671,37.82681945,0,2011-02-28
-6.47990565,38.99730778,2,2011-03-25
-5.79048664,35.92234867,2,2011-03-18
-2.41961234,32.13721184,2,2011-08-08
-5.47331813,36.38509905,0,2013-02-15
-11.187571400000001,34.75282687,0,2013-02-14
-4.30174165,38.05133908,1,2013-07-03
-6.07942202,38.24291121,0,2011-03-08
-4.80917688,29.92455802,0,2013-01-28
-9.52579435,33.82383686,2,2011-07-23
-3.31110973,37.49818611,0,2013-07-03
-3.26092913,36.61695571,0,2013-03-26
-4.6442882,38.24157744,0,2011-03-13
-4.81008505,29.92864315,2,2013-01-28
-1.28038019,30.68795753,2,2011-07-31
-4.68208993,39.10474559,2,2011-03-14
-9.57549141,33.78727559,0,2011-07-15
-4.67781632,29.7088232,1,2013-01-19
-4.60719487,35.75812305,0,2011-04-04
-5.2318622999999995,36.15806964,2,2011-04-17
-9.90040252,34.71104308,2,2011-03-07
-5.61522055,30.48355294,0,2013-01-18
-9.87170741,34.48993467,0,2011-02-22
-4.4505520999999995,29.93543087,2,2013-02-07
-5.70469177,34.4879375,2,2013-02-10
-10.91671582,39.28505981,2,2013-01-22
-2.08118128,33.55284275,2,2013-01-23
-2.52193841,30.53707073,2,2011-07-26
-5.30540954,35.82434419,2,2011-03-30
-7.9051543,30.84020651,0,2011-08-11
-9.50582946,33.78445334,2,2011-07-23
-3.23102605,37.04696192,0,2013-03-17
-4.51316012,30.10003099,0,2013-02-18
-3.18132897,34.30396222,2,2012-12-14
-4.482892400000001,37.92839533,2,2013-03-27
-3.32485715,36.63293753,2,2013-03-30
-3.94730598,30.61039119,1,2013-02-05
-9.6127846,35.18705023,0,2011-03-06
-6.26439412,37.51227584,0,2011-02-26
-3.16781379,37.11213685,0,2013-03-15
-10.8144786,39.65341132,2,2013-01-26
-3.19284063,37.04922971,0,2013-03-25
-3.01449297,34.32499064,0,2012-10-14
-9.13473839,34.81235406,0,2011-04-15
-3.5046121,35.39118170000001,0,2013-03-27
-5.64466803,35.60911264,0,2011-03-19
-3.13836575,36.87564438,0,2013-09-03
-7.4826701,35.79707409,0,2011-03-16
-9.08408621,34.59723293,0,2011-08-04
-10.968749800000001,37.45516305,2,2013-02-26
-9.34579316,34.17827724,0,2011-02-23
-6.2600562,36.86745935,0,2011-03-09
-9.40484212,33.95395143,0,2011-07-31
-6.12781626,35.83380306,0,2011-04-10
-6.05724211,35.63308483,2,2011-03-30
-9.29352788,34.42925464,0,2011-11-03
-4.80068834,29.65479310000001,2,2013-02-10
-4.8282879,38.38207188,0,2011-03-27
-1.26120928,30.68736449,2,2011-07-31
-3.44503268,36.80281301,0,2013-03-19
-1.0268866,31.75606467,2,2011-07-19
-3.15034147,36.91809269,0,2013-03-20
-3.41715389,34.09835131,2,2012-11-13
-4.59217823,33.44126305,2,2012-10-19
-5.11022404,38.48081044,2,2011-04-01
-4.55523703,35.80926533,2,2011-04-14
-4.99662932,35.74038572,0,2011-03-11
-5.24193307,36.63521096,2,2013-03-04
-3.23974338,37.28304119,0,2013-03-29
-4.90671691,29.74167014,2,2013-01-28
-3.24589274,37.14479033,0,2013-06-03
-4.74254936,29.74671323,0,2013-01-18
-9.38369602,35.29460778,2,2011-04-20
-6.38798305,37.32714032,2,2011-04-10
-9.48847182,33.68340429999999,0,2011-07-22
-1.54017267,30.85166758,2,2011-07-23
-10.13331549,34.93155647,0,2011-03-15
-5.02655129,39.05727512,0,2011-08-05
-4.58708731,35.63165983,2,2013-02-19
-4.64533938,35.95000948,0,2011-04-15
-4.49680435,29.76355191,0,2013-01-21
-8.57430522,34.8207265,0,2011-03-26
-7.46365069,35.47418025,0,2011-03-11
-7.68386279,39.20599968,2,2011-02-19
-4.88705516,29.74335267,1,2013-01-27
-5.61531432,30.48233965,0,2013-01-18
-7.59910193,36.11127677,2,2011-03-06
-7.46329421,35.478707299999996,2,2011-03-11
-6.64064881,38.3503748,0,2011-03-12
-6.48135416,35.92967589,2,2011-03-28
-5.55699274,36.26138066,2,2011-03-19
-4.45592821,37.87949991,0,2013-03-27
-6.63158494,38.33339483,0,2011-03-13
-11.53981671,35.06002856,0,2013-03-17
-4.4009550000000015,38.43086506,2,2011-03-05
-10.86455629,39.32565876,2,2013-01-26
-9.94359293,38.36774037,2,2013-01-18
-4.6380309,38.26771227,2,2011-03-16
-9.691495800000002,33.918496000000005,2,2011-07-16
-9.42750951,33.90777163,2,2011-07-28
-6.86643445,37.65198096,0,2011-08-06
-3.30815387,37.30572125,2,2013-04-04
-9.02817592,34.64749335,0,2011-08-04
-3.3508056000000006,36.69567911,0,2013-10-03
-3.86888006,33.14607979,0,2012-10-17
-10.54890112,34.62494732,0,2013-10-03
-4.82634122,38.858574499999996,2,2011-03-07
-5.43645934,37.57818588,2,2011-03-23
-4.36788923,38.05159556,0,2013-07-03
-7.73283185,36.93044698,2,2011-03-29
-8.06201919,35.73404415,2,2011-02-18
-1.53850256,31.55500337,0,2011-07-12
-10.86310686,39.49519314,0,2013-01-19
-4.6613491,38.28484795,0,2011-03-17
-7.12621611,39.197469500000004,0,2011-02-18
-9.56906806,33.72095273,0,2011-07-21
-5.09262774,32.633161699999995,2,2012-10-22
-6.83234427,37.82067303,0,2011-02-28
-7.31167515,36.77223476,0,2011-03-17
-8.2645471,35.81591401,2,2011-02-21
-9.26157792,34.56730716,0,2011-03-18
-2.05901901,35.55177955,2,2013-03-15
-3.74965545,37.59826497,2,2013-03-06
-8.65965576,36.72598843,0,2011-03-14
-3.35557859,36.68363757,0,2013-04-04
-9.3490775,34.03162016,2,2011-03-23
-3.41785856,37.56699055,2,2013-04-04
-4.40607518,37.93413139,0,2013-02-14
-4.19975031,36.92774317,0,2013-02-15
-5.93931169,36.84179295,2,2013-03-02
-9.57062625,33.71967896,0,2011-07-21
-4.40566977,34.36844386,2,2013-02-11
-7.68217079,39.20652738,0,2011-02-19
-9.52693423,33.78674336,2,2011-07-24
-5.98424085,35.63578214,2,2011-03-30
-6.11234596,38.40842216,0,2011-03-05
-2.50320823,32.67200106,0,2011-07-26
-2.52506945,32.29368309,0,2011-08-04
-4.67340746,30.07085539,2,2013-01-25
-10.82320689,39.49633041,2,2013-01-20
-4.90014684,38.57155977,0,2011-03-09
-4.34412204,38.10778355,0,2013-07-03
-3.34111843,36.9227197,0,2013-04-03
-4.5449469,38.19280379,0,2011-03-11
-6.51730426,38.9810765,0,2011-03-23
-1.44510182,31.15485996,1,2011-07-06
-5.55059615,38.07658415,0,2011-03-30
-9.41767619,34.93406858,0,2011-03-07
-5.13151604,36.65987923,2,2013-02-22
-4.3200067,30.31761691,0,2013-01-18
-1.40831992,30.93951607,2,2011-07-25
-10.30232814,39.3637618,0,2013-01-23
-4.505978,38.390941399999996,2,2011-03-06
-5.38387007,37.51407833,2,2011-03-22
-4.83402406,38.80974995,0,2011-03-15
-5.01016018,38.39545463,2,2011-03-19
-10.74520082,39.40502776,0,2013-01-27
-3.32093637,36.75808248,0,2013-03-14
-4.8330645,38.38684613,0,2011-03-27
-4.384225700000001,38.06268027,0,2013-07-03
-1.85740561,31.652408500000003,0,2011-08-07
-2.8386172000000003,37.24530451,0,2013-12-03
-3.1786902,37.65602906,2,2013-02-19
-4.49903963,35.40810142,0,2013-02-19
-8.11496799,31.52398978,2,2011-07-16
-10.34684985,39.77609432,0,2013-02-03
-2.83241824,36.28670212,0,2013-03-19
-3.22794437,37.29608620000001,2,2013-05-04
-5.27584621,38.51759914,0,2011-03-25
-9.34961257,34.18044566,0,2011-02-23
-8.92426403,36.75612315,0,2011-03-12
-9.75219093,35.29126115,0,2013-02-23
-6.13959499,36.8682638,0,2011-04-22
-7.42826364,31.37960265,0,2011-07-30
-8.88397043,34.76363331,0,2011-11-03
-3.03520668,31.21352702,0,2011-07-14
-10.52681831,34.705027799999996,0,2013-10-03
-2.5432006,32.98472858,0,2011-07-21
-10.02688633,38.88220070000001,2,2013-01-17
-3.30341806,37.41418229,0,2013-02-28
-6.32373995,38.39060874,0,2011-02-28
-2.44442079,32.14856607,0,2011-08-08
-3.71996098,33.15080282,2,2012-10-12
-4.75072346,29.74568157,0,2013-01-18
-3.70943937,37.58553101,0,2013-03-08
-3.13859425,37.60688669,0,2013-02-18
-10.52615474,36.06424263,2,2013-02-10
-3.26503166,37.19654132,0,2013-03-13
-4.7734959,29.67548002,0,2013-01-16
-2.55611348,32.96375946,2,2011-07-22
-8.98657751,34.74769639,0,2011-12-03
-3.3447716,36.70318001,0,2013-09-03
-5.01428082,32.79598165,0,2013-01-09
-7.158364,39.00208739,2,2011-02-26
-2.14577732,34.68090388,2,2013-03-06
-5.12363866,38.80315853,0,2011-03-14
-3.3785179,36.93838173,0,2013-02-03
-9.16365815,34.68956467,0,2011-04-13
-3.34911766,37.34844782,2,2013-02-22
-9.75775907,35.2888602,0,2013-02-23
-5.61383039,30.48044091,0,2013-01-18
-4.25791563,37.89482508,0,2013-03-29
-3.37181176,36.97034941,2,2013-05-03
-7.98942281,31.78632417,2,2013-01-30
-2.05702269,33.01897596,2,2011-07-27
-3.58183023,36.69644553,0,2013-06-04
-7.77156885,36.93207112,2,2011-03-30
-10.53460599,34.61542987,0,2013-10-03
-3.32762772,37.13143719,0,2013-03-14
-10.13516448,39.4802046,0,2013-01-20
-2.53422918,30.78580866,2,2011-07-14
-7.4022422999999975,37.73986199,0,2011-03-14
-7.08313132,37.57667307,0,2011-03-01
-4.74884621,29.68727656,2,2013-01-16
-4.45696094,37.87836345,0,2013-03-27
-4.63263711,38.07447741,2,2011-03-22
-5.02396651,39.05938986,0,2011-08-05
-2.48426281,30.78487206,0,2011-08-01
-4.27754083,34.73446188,2,2013-01-19
-1.20242149,30.61107494,0,2011-08-04
-10.88516878,36.11948078,2,2013-02-25
-9.23281882,34.60314854,0,2011-03-24
-4.86533691,29.67074389,2,2013-01-23
-3.44090595,34.27042775,0,2012-12-14
-4.71013454,29.67049871,2,2013-01-17
-9.88930983,35.27724419,0,2013-02-26
-8.07653516,31.67232279,2,2013-01-29
-8.91416096,36.81752205,0,2011-03-06
-3.38881045,37.62073741,2,2013-03-10
-6.32330861,31.17208747,2,2011-07-19
-9.06883581,34.07683267,0,2011-03-21
-10.04051209,39.42585433,2,2013-01-16
-3.33268392,36.77559433,0,2013-03-13
-9.19430229,34.74039681,0,2011-04-15
-3.36024811,36.73371112,2,2013-06-03
-2.35853038,32.48414157,0,2011-08-02
-3.83553051,30.62851227,0,2013-02-10
-5.94116647,35.92218109,2,2011-04-07
-3.06458165,37.61642088,2,2013-02-27
-10.71163903,39.47775331,0,2013-01-20
-1.3479151000000005,31.10897845,2,2011-08-09
-6.49113905,38.97520816,0,2011-03-24
-9.85181917,34.47885806,0,2011-02-25
-11.0089129,35.02843476,2,2013-04-02
-8.81721277,34.57196707,2,2011-03-30
-4.22940321,34.726914,2,2013-01-19
-6.5756821,35.186487899999996,0,2013-01-29
-3.31204198,37.5256545,2,2013-03-24
-3.25488892,36.95009491,0,2013-03-25
-9.563168300000001,33.82506159,2,2011-07-17
-1.85789707,35.32746216,0,2013-03-17
-10.71608644,37.17070326,0,2013-02-09
-10.45426313,39.84719367,0,2013-02-23
-7.33957056,35.94027615,2,2011-03-14
-2.54085744,30.6796454,1,2011-07-12
-11.21761887,36.27488385,2,2013-02-24
-4.97949247,38.70423488,0,2011-03-18
-3.30168528,37.38118219,0,2013-02-22
-9.49779675,33.79020068,2,2011-07-24
-6.58427423,38.85292020000001,0,2011-02-25
-5.25605807,36.45707315,2,2013-03-04
-4.578168799999999,38.2543393,0,2011-03-11
-4.85106955,36.05125832,1,2011-04-17
-4.44551383,35.51301601,0,2013-02-18
-3.19820696,37.17517323,0,2013-04-03
-9.32512737,34.55383542,0,2011-03-15
-3.93780989,32.75340391,2,2012-10-03
-3.49343203,36.85100967,2,2013-03-16
-9.289234500000001,34.68754716,0,2011-03-01
-3.32737762,37.24606681,0,2013-03-19
-3.35298322,34.25837979999999,0,2012-10-06
-6.93499067,37.52242306,2,2011-03-26
-10.2357766,38.62465342,2,2013-01-24
-9.89262653,35.36089552,0,2013-02-25
-3.28148547,36.68018592,0,2013-03-04
-3.30515884,30.93709964,0,2013-01-17
-9.64053761,34.652423399999996,0,2011-02-26
-9.88864395,35.34117299,0,2013-02-25
-9.56379197,33.8212583,2,2011-07-17
-3.21238643,37.09897307,0,2013-03-15
-6.85284825,37.83937899,0,2011-02-28
-5.09820378,38.50258844,2,2011-04-01
-10.18246377,40.01309535,0,2013-02-01
-7.70198724,36.95552326,0,2011-03-31
-3.27993331,37.47548384,2,2013-03-19
-10.46557187,35.32531468,0,2013-02-03
-8.2710462,35.93229636,0,2011-02-25
-8.84286463,34.6788859,0,2011-03-28
-4.06396911,37.73686289,0,2013-03-04
-8.88238707,34.98790229,0,2011-02-03
-9.49251203,33.97878889,0,2011-01-08
-3.37256266,36.931967799999995,0,2013-02-03
-9.73541894,34.79374935,0,2011-03-17
-3.32173389,37.13473377,0,2013-07-03
-9.47223948,34.32077992,0,2011-03-06
-3.22168794,36.6445563,0,2013-03-24
-4.48336165,29.89112264,0,2013-02-09
-1.45363977,31.75074916,1,2011-07-20
-10.63077503,35.44872982,2,2013-02-17
-3.23028387,37.27658178,0,2013-03-29
-3.74077212,37.6324786,0,2013-03-09
-5.75879877,34.38137831,2,2013-02-05
-9.44753098,34.21073878,0,2011-03-01
-3.27696839,37.61585739,2,2013-03-07
-3.2375488999999997,37.17174489999999,0,2013-05-03
-5.61472002,30.48389656,0,2013-01-18
-9.31020225,34.5690371,0,2011-03-18
-1.19793063,31.68188463,2,2011-07-13
-7.53132508,35.85871273,0,2011-03-15
-3.19619807,36.99291173,0,2013-03-21
-9.13763632,34.5267675,0,2011-03-24
-3.91950128,34.40580175,2,2012-10-08
-7.26120699,37.74782036,0,2011-04-01
-10.51955395,37.99060668,2,2013-01-18
-4.7919875,38.33856942,0,2011-04-06
-9.10923835,35.24076407,0,2011-06-07
-1.83228027,31.61032021,0,2011-07-11
-3.35181378,36.738571,2,2013-06-03
-4.70790951,36.06548263,2,2011-04-17
-4.6731376,38.25876102,2,2011-03-14
-3.23062388,37.60289856,0,2013-03-04
-8.84127619,34.56292053,2,2011-03-30
-4.91283026,32.76251027,2,2012-12-13
-3.27469703,37.51027261,2,2013-03-26
-6.5226835,38.98381411,2,2011-03-25
-4.634640599999999,38.28500777,0,2011-03-14
-9.49903451,33.92920164,0,2011-07-28
-6.22536449,36.14781655,0,2011-03-27
-5.6383841,36.02225503,2,2011-03-19
-2.0191616000000003,33.03222374,2,2011-07-29
-1.44170503,31.15594687,2,2011-07-06
-7.89100338,35.06537788,0,2011-03-09
-3.24673369,36.65445797,0,2013-03-23
-3.00872473,34.24835825,2,2012-11-15
-3.00627793,34.25385747,0,2012-10-08
-7.80577013,31.77841668,2,2011-08-11
-4.49224667,35.5013903,2,2013-02-20
-10.45108358,35.79226291,0,2013-02-16
-2.58743034,32.89383958,0,2011-07-16
-8.22295324,35.68618202,0,2011-02-23
-3.32293286,36.99595103,0,2013-03-22
-5.72454803,36.58990761,0,2013-02-18
-4.48048144,30.27619732,0,2013-01-20
-6.24501054,37.16467487,2,2011-04-11
-3.45210272,36.85278605,0,2013-03-18
-4.863788400000002,38.36643548,0,2011-03-30
-4.24848672,37.89427435,0,2013-03-29
-6.01869914,35.49309964,0,2011-03-29
-1.24342619,31.67486453,2,2011-07-13
-4.4599617,38.19251833,0,2011-03-04
-9.32061175,34.54163675,0,2011-03-15
-3.41665017,34.10637815,2,2012-10-22
-11.2768886,34.80053654,2,2013-02-13
-1.1108802,34.03992824,2,2012-10-22
-3.35589444,37.38705926,2,2013-02-24
-6.22861072,35.76019171,0,2011-04-03
-7.816861200000001,35.10513775,0,2011-03-09
-2.07686967,33.01014232,2,2011-07-27
-7.07618367,39.36013803,2,2011-02-23
-4.45278099,37.87794351,0,2013-03-27
-4.36471677,37.90315722,0,2013-03-25
-5.20176696,38.61984044,0,2011-03-11
-3.31845738,37.63827119,2,2013-03-08
-4.3732739,30.10319907,0,2013-02-14
-8.65746207,36.41799898,0,2011-03-21
-4.75124497,29.68526521,2,2013-01-16
-4.19223794,34.41963724,0,2013-01-15
-4.36838298,37.90047076,0,2013-03-25
-3.4949383999999997,37.43611257,0,2013-10-03
-8.05767218,31.5014017,0,2013-01-31
-4.54185984,35.79470225,1,2011-04-14
-3.13812622,37.62077095,2,2013-02-18
-2.12786396,35.77140818,0,2013-03-19
-5.53666722,36.45310493,0,2013-02-16
-7.39682669,35.91431883,0,2011-03-14
-3.36172812,35.55877727,0,2013-03-13
-4.64271581,38.17628594,2,2011-03-27
-8.77282385,34.79362975,2,2011-03-19
-3.72233871,37.71590859,0,2013-02-19
-4.84036709,29.69829983,2,2013-01-26
-4.45083427,37.94172964,0,2013-03-21
-9.101137199999998,34.6807928,0,2011-06-04
-4.61726313,30.21756155,2,2013-01-24
-2.84230424,37.24370142,0,2013-12-03
-9.29050789,34.12593144,0,2011-02-20
-3.32331862,36.68309109,0,2013-12-03
-1.85407299,31.65714361,0,2011-08-07
-4.52697743,29.81273833,1,2013-02-03
-9.23422883,34.6159577,0,2011-03-24
-3.34215537,36.83322421,2,2013-02-04
-7.92618633,35.06498228,0,2011-03-09
-7.85934107,36.90571884,0,2011-03-28
-4.296483900000001,35.5531769,2,2013-02-22
-6.08943147,35.64152195,2,2011-03-30
-3.15677054,34.18326334,0,2012-10-05
-4.2132176,37.96805055,2,2013-12-03
-7.90801975,31.62738003,0,2013-02-02
-9.33920359,34.56014077,0,2011-03-15
-7.40176967,36.99214896,0,2011-03-14
-9.61870727,33.84917871,2,2011-07-14
-9.37364164,39.43622802,2,2013-01-19
-8.7171019,34.76107806,0,2011-03-18
-1.7868625,31.58224072,2,2011-07-26
-3.35032995,36.69569446,0,2013-10-03
-4.884624400000001,38.3435676,2,2011-03-28
-7.77578065,35.19703067,0,2011-03-09
-8.22739077,35.86856512,0,2011-02-20
-3.24604223,37.00710776,0,2013-03-23
-11.0040976,35.01868303,2,2013-04-02
-4.655583,38.24904679,0,2011-03-13
-9.63871517,33.84282379,2,2011-07-16
-4.70694736,30.04661712,0,2013-01-31
-7.47354221,35.80318135,0,2011-03-15
-4.71502544,35.91852817,0,2011-04-17
-9.57181683,33.80890208,2,2011-07-15
-8.93680187,33.9531026,2,2011-03-19
-4.81115668,29.93706386,0,2013-01-28
-4.98670614,30.002020899999998,0,2013-02-02
-9.66596966,33.93388342,2,2011-07-13
-8.52138378,31.60226039,0,2011-08-02
-2.88065163,37.3762664,0,2013-12-03
-3.22100955,37.02296132,0,2013-03-17
-3.75397324,37.57762012,2,2013-03-06
-6.37654874,31.18778957,2,2011-07-15
-8.5630677,38.80448817,2,2013-01-27
-10.95464987,37.23268493,0,2013-02-10
-3.15945637,37.11796133,0,2013-03-15
-1.27271714,30.68814296,2,2011-08-01
-4.06997645,35.37073774,0,2013-02-03
-7.16218515,35.76950845,0,2011-03-17
-9.08245567,34.65238186,0,2011-07-04
-3.33252857,36.9693657,2,2013-03-22
-3.29089937,35.84052148,0,2013-03-19
-5.6247682999999995,36.18316678,2,2011-03-19
-3.15989817,37.11460044,0,2013-03-15
-3.48372883,36.82329433,0,2013-03-16
-9.16753124,34.75078155,0,2011-04-16
-5.53313616,35.64243207,2,2011-04-01
-3.33925521,36.65723028,2,2013-01-04
-3.44516823,33.6612149,2,2012-10-18
-4.389418099999999,35.41835087,0,2013-03-05
-2.59797206,30.54385405,2,2011-07-26
-3.28649037,37.53175169,2,2013-03-22
-9.54049536,34.58944786,0,2011-02-26
-10.72497595,35.39180323,0,2013-02-28
-6.25016479,37.16915942,2,2011-04-11
-9.86641771,34.75672794,0,2011-03-13
-9.24924381,35.12073226,0,2011-04-17
-6.72061533,32.05876128,0,2013-01-31
-6.30946933,35.3034614,2,2011-03-11
-5.75659617,34.37643881,0,2013-02-05
-9.27352032,35.14963983,0,2011-04-18
-9.36173314,34.62084748,0,2011-03-21
-4.79743553,29.64643196,0,2013-02-10
-7.54547275,35.46879109,0,2011-03-08
-9.57847708,34.36765351,0,2011-03-10
-8.08251146,31.67073992,2,2013-01-29
-9.09771274,34.73310395,0,2011-06-04
-4.20697477,37.86320244,0,2013-02-04
-3.32286973,36.69291096,0,2013-12-03
-4.43636312,37.96016899,2,2013-03-21
-7.67729073,36.96956117,0,2011-03-30
-3.32934287,36.89773177,2,2013-06-03
-4.43874329,37.97167826,2,2013-03-20
-3.32207481,36.90832208,0,2013-05-03
-9.27101903,34.60653399,0,2011-03-17
-6.67534676,37.12461496,0,2011-04-20
-5.53544716,35.72225371,2,2011-03-17
-1.82312837,35.33272978,0,2013-03-17
-2e-08,0.0,2,2011-08-26
-9.02838344,34.83330323,0,2011-07-07
-4.90821212,29.68935868,2,2013-01-24
-3.70124547,37.67226203,2,2013-02-23
-4.45859852,30.2975332,0,2013-01-20
-6.78293274,38.85944161,0,2011-02-26
-6.40404486,36.67599376,2,2011-04-11
-9.31817178,34.53865789,0,2011-03-15
-8.68713828,36.72701734,0,2011-03-27
-10.62331337,35.44823544,2,2013-02-18
-5.35662023,39.0167341,0,2011-03-03
-6.0951486,35.48553098,0,2011-03-12
-4.47954585,37.92521503,2,2013-03-27
-7.10994317,36.48847153,0,2011-03-25
-3.23259872,37.20657302,0,2013-02-26
-3.4242577000000005,37.51472313,0,2013-03-19
-3.81784075,33.42789568,2,2012-11-04
-3.13671703,37.57234126,0,2013-02-15
-2e-08,0.0,2,2011-08-09
-1.45722723,31.16307131,2,2011-07-06
-7.40326812,36.9883204,0,2011-03-12
-10.81805656,35.28714072,0,2013-05-03
-7.96252111,35.37785565,0,2011-02-25
-3.48702388,36.81575676,0,2013-03-18
-4.5594675,38.23640914,0,2011-03-12
-8.91691811,36.82699129,0,2011-03-06
-9.18475638,34.43652125,0,2011-04-04
-10.75467136,39.722348499999995,2,2013-01-30
-9.00283438,34.5465186,0,2011-01-04
-4.11238895,35.85519520000001,0,2013-02-12
-4.57312099,35.84293994,0,2011-04-05
-3.38432561,37.61742601,2,2013-03-10
-6.63346189,38.34715896,0,2011-03-13
-3.16633981,37.11501328,0,2013-03-15
-9.56479773,33.82501961,2,2011-07-17
-9.28112202,34.3626228,0,2011-11-03
-7.81167736,35.58949361,0,2011-03-04
-3.19945159,37.27233898,0,2013-03-28
-9.49770194,33.94257659,0,2011-07-29
-6.63706781,38.364672,0,2011-03-16
-3.52666739,37.5077994,0,2013-02-28
-4.52128299,29.79716294,1,2013-02-03
-3.18775929,37.07781658,0,2013-03-15
-10.04371106,39.46765571,0,2013-01-15
-6.31430774,36.41856512,2,2011-03-10
-3.20480424,35.36368694,0,2013-03-30
-10.67890892,39.31329401,2,2013-02-07
-3.35945501,37.37133212,2,2013-02-21
-6.92964661,38.753868,2,2011-02-23
-4.7850461,38.28620002,2,2011-04-07
-5.80362312,35.89663154,2,2011-03-18
-4.417685400000001,38.43977742,2,2011-03-05
-5.70753877,32.94117508,2,2012-10-26
-2.83502995,30.68375266,1,2011-07-21
-3.47667747,36.80796197,0,2013-03-18
-5.11530433,33.11694745,0,2012-11-13
-3.34920413,36.65226972,0,2013-02-04
-8.78306317,35.80561996,2,2011-03-04
-3.23272202,37.07851148,0,2013-03-18
-8.645608300000001,34.80207641,0,2011-03-19
-1.83869756,31.43740284,0,2011-07-12
-3.28574676,37.21186528,0,2013-07-03
-4.28432249,35.84492789999999,2,2013-02-19
-5.52746454,38.53322333,2,2011-03-24
-3.20353917,37.23134265,0,2013-11-03
-6.37267582,38.58674745,0,2011-02-27
-3.28548301,37.51997306,2,2013-03-26
-4.82485952,38.86040356,0,2011-03-14
-3.60973477,30.46398137,0,2013-02-05
-3.35360102,37.60710295,2,2013-03-10
-5.49053621,38.10574178,0,2011-03-27
-10.647225,38.81413211,2,2013-01-21
-3.22225799,37.65289491,2,2013-03-03
-10.40233238,38.954941,2,2013-01-20
-2e-08,0.0,2,2011-07-28
-4.8492654,38.31954544,0,2011-04-04
-5.01769783,39.00655606,2,2011-08-03
-4.50741687,37.91068976,0,2013-03-22
-2.88319666,37.3816689,0,2013-12-03
-9.48941839,35.00980237,0,2011-03-05
-3.24294996,37.19791414,0,2013-02-25
-9.76385432,35.30451283,2,2013-02-23
-3.30304775,37.08464393,0,2013-03-18
-7.76203645,35.48648671,2,2011-03-06
-5.39854482,35.6155721,0,2011-04-01
-9.4910908,33.93351292,2,2011-07-30
-9.88997145,35.27801262,0,2013-02-26
