latitude,longitude,2018_forecast,date_recorded
-4.83791856,29.61250689,2,5/8/2018
-4.425777500000001,38.31045642,2,10/24/2018
-6.24315691,34.94333157,2,12/23/2018
-5.08700958,32.79134993,0,4/10/2018
-7.74629941,31.35132674,1,2/2/2018
-10.29277982,39.37507844,2,2/22/2018
-6.79797002,37.08013217,0,3/25/2018
-4.47856018,35.33235057,0,6/28/2018
-8.75336421,36.38345846,0,5/13/2018
-4.64065356,29.75794339,0,10/11/2018
-4.9710773,38.34286378,0,4/9/2018
-11.4023402,36.43174432,0,9/4/2018
-3.40229097,34.11486706,0,10/9/2018
-3.10227667,34.381237799999994,0,12/10/2018
-6.72748825,30.39212319,0,9/14/2018
-2.87272794,30.95194165,0,2/9/2018
-4.99169438,29.76102424,1,2/6/2018
-1.57891941,31.55875156,0,11/30/2018
-4.57959914,33.43562663,0,6/13/2018
-5.07345521,38.78650725,0,9/13/2018
-1.39240272,33.88272263,2,1/20/2018
-6.52310604,37.21785004,0,8/8/2018
-3.32720161,33.78020112,0,4/3/2018
-3.30325339,37.37551939,0,5/22/2018
-2.78003075,30.54916912,0,12/21/2018
-2.63731087,30.47870594,0,10/15/2018
-2.48057791,32.23838646,0,12/22/2018
-10.5564965,35.86245832,0,3/30/2018
-4.28465337,35.03864143,0,8/14/2018
-9.22739899,33.01830369,0,4/14/2018
-3.68006223,33.65978975,0,10/25/2018
-3.10649725,33.36276122,0,4/25/2018
-5.76328727,30.60630377,2,9/17/2018
-4.25704851,35.61083093,0,11/25/2018
-4.38613255,29.89960321,0,3/9/2018
-10.9116284,38.07008329,0,9/23/2018
-8.89608833,33.34953705,0,2/18/2018
-11.13491317,34.85531496,1,7/28/2018
-2e-08,0.0,0,11/16/2018
-2.79646405,31.33678953,0,12/7/2018
-5.2975962,35.37480557,2,6/17/2018
-7.31545409,39.1795001,0,11/7/2018
-10.27840627,40.187237700000004,0,4/26/2018
-6.019434599999999,35.49446559,2,5/11/2018
-4.7236029,38.36242835,0,9/22/2018
-2e-08,0.0,0,5/12/2018
-3.45421308,36.80038412,0,9/26/2018
-6.74083242,30.4062276,2,9/27/2018
-9.34883758,34.02459057,2,1/20/2018
-7.10200368,37.27435243,0,12/6/2018
-3.35315131,36.77420119,0,6/18/2018
-3.37330816,36.85391359,0,6/22/2018
-4.23212819,30.46505901,0,2/21/2018
-9.5478832,34.34390749,0,7/19/2018
-6.55897271,38.89417978,2,6/5/2018
-5.08635375,31.89885331,0,7/19/2018
-8.94815568,33.24443485,0,11/25/2018
-3.21664107,36.87068547,0,11/25/2018
-11.19111723,34.75777657,0,9/23/2018
-6.06019215,35.98760023,0,4/12/2018
-7.17608188,39.34897419,0,7/19/2018
-9.16501746,34.57945116,0,12/14/2018
-2e-08,0.0,0,1/11/2018
-4.14844463,34.74635047,0,10/28/2018
-3.23070449,37.19229102,0,1/14/2018
-3.21698639,37.10131576,0,6/26/2018
-8.44373349,31.76166622,0,1/19/2018
-11.45912958,36.98570202,0,5/13/2018
-7.41131061,39.37530485,0,5/16/2018
-9.18555737,32.93372462,0,6/27/2018
-2.15671906,33.35364475,0,3/9/2018
-3.25886727,36.59460334,2,11/25/2018
-5.09946655,32.32084998,0,5/16/2018
-8.18613992,39.18189758,2,1/19/2018
-7.17025857,39.2341205,0,5/1/2018
-3.30458095,37.29435163,0,4/12/2018
-9.08679269,35.23747759,0,3/13/2018
-3.67560351,37.66304121,0,12/25/2018
-5.097565400000001,38.82816513,0,9/9/2018
-4.91114464,32.03369949,0,10/24/2018
-9.06381429,34.68064037,0,11/30/2018
-10.85399325,38.93193782,0,5/15/2018
-4.19428959,32.7594887,0,7/3/2018
-4.44498159,35.52228993,0,10/6/2018
-6.72074692,32.05733941,0,4/14/2018
-3.01867811,34.11025285,1,3/27/2018
-3.27211982,30.990318900000002,2,10/20/2018
-9.594294099999999,34.75095113,0,2/24/2018
-7.8651177,35.78629326,0,9/19/2018
-10.36841058,38.76437994,2,7/22/2018
-9.40678069,34.49933372,0,8/8/2018
-6.38020082,38.58878526,0,2/12/2018
-4.25508431,37.89100837,0,4/26/2018
-2.50788223,30.54872837,0,9/22/2018
-8.99635549,34.74342592,0,10/9/2018
-2.6447742,31.61735445,0,4/29/2018
-3.8066931000000004,33.06838896,2,9/11/2018
-2.6786569,31.33814491,0,1/17/2018
-7.04380366,30.55281361,2,8/12/2018
-8.20167751,35.28069964,0,4/1/2018
-10.72264329,39.28663397,1,11/26/2018
-7.97505694,31.62984075,0,4/18/2018
-6.98233575,39.09050755,0,1/3/2018
-3.64982282,33.20840247,0,7/1/2018
-4.62134313,29.87248629,2,11/4/2018
-3.64430364,33.5611318,0,8/11/2018
-2.95303968,33.48971825,0,5/10/2018
-9.08564777,32.97078984,0,4/6/2018
-3.42568496,30.83488041,0,6/11/2018
-2.78875704,31.64822629,0,11/4/2018
-8.96058507,34.63093013,0,3/15/2018
-2.5184773,30.53556693,0,9/30/2018
-1.59968005,31.57955793,2,10/16/2018
-3.28021816,30.98074267,2,7/19/2018
-5.98780072,37.19317928,2,5/8/2018
-3.51454296,30.60091961,0,5/12/2018
-3.39847577,30.86360868,0,2/27/2018
-10.18867637,38.55428069,2,6/15/2018
-1.41864668,30.79783628,0,8/5/2018
-10.668397,35.56341508,0,7/10/2018
-9.25920874,34.56392646,0,2/18/2018
-8.65892463,36.41594878,0,12/10/2018
-7.60132094,36.11735104,0,9/26/2018
-2.97641465,34.24459223,1,2/5/2018
-2.64320876,31.45573078,2,2/2/2018
-4.60205965,33.80803999,0,2/13/2018
-4.22594354,37.89049471,0,5/16/2018
-3.01750696,34.12937381,0,9/29/2018
-2e-08,0.0,1,10/22/2018
-4.22042081,34.70273859,0,8/8/2018
-9.49137279,33.81603627,0,2/24/2018
-2.99474133,33.33258442,0,7/24/2018
-11.33749914,37.07502403,0,7/29/2018
-9.66668049,33.92107667,0,9/18/2018
-3.37462017,30.74651528,0,5/22/2018
-2.98783729,34.06730531,1,6/22/2018
-2e-08,0.0,0,11/5/2018
-9.31618721,34.64540406,0,10/10/2018
-1.76806437,31.68990204,0,4/20/2018
-3.31885157,37.02724758,0,3/8/2018
-3.05912417,37.62322556,2,9/1/2018
-8.08486391,31.67956915,0,11/1/2018
-6.88547329,39.12140525,0,9/2/2018
-2.83465931,33.57043721,0,3/19/2018
-5.02655735,38.38690788,0,8/20/2018
-6.64277392,38.43078039,0,4/19/2018
-8.10952751,35.43006631,0,3/22/2018
-3.02256489,33.6661279,0,9/19/2018
-6.76600287,38.12037063,0,8/26/2018
-10.122468099999999,34.68129157,0,4/1/2018
-3.30413206,37.33388744,0,4/3/2018
-3.94104816,30.60691157,0,9/19/2018
-9.00538753,34.93405327,0,11/3/2018
-5.20423913,32.54913023,0,9/23/2018
-6.91161002,39.0717523,0,7/19/2018
-9.29726519,34.518242799999996,0,8/23/2018
-4.19049956,33.02660083,0,1/11/2018
-4.00517704,35.34619885,0,2/21/2018
-3.05206647,33.77758722,2,9/4/2018
-2.72037856,33.37868002,2,6/29/2018
-7.59462439,36.95956668,0,11/9/2018
-10.30366698,39.36259598,0,3/31/2018
-10.38532716,38.69355401,2,6/2/2018
-4.60697391,33.44217222,0,9/18/2018
-9.25376789,34.53833367,0,11/27/2018
-10.07906297,39.02794782,2,10/6/2018
-6.63126203,38.34981528,0,7/6/2018
-8.31326928,35.75100073,2,5/19/2018
-2.53516823,30.783559999999998,1,2/26/2018
-5.52564366,37.22317807,2,10/21/2018
-6.66572337,36.00753362,0,4/10/2018
-5.46492727,35.91364253,0,11/17/2018
-4.6477959,38.27741556,0,3/25/2018
-4.63994132,35.89155746,0,2/8/2018
-3.22208616,37.58766991,2,9/12/2018
-10.45428406,39.09196063,2,6/14/2018
-4.12192481,34.33224526,0,3/13/2018
-3.8990129000000002,34.52592877,0,9/10/2018
-3.17188231,33.77328844,2,7/29/2018
-4.72109947,29.731275800000002,1,8/7/2018
-3.53693854,30.52469363,0,1/29/2018
-9.52846716,33.78313321,0,12/26/2018
-5.40699126,35.69661462,0,2/23/2018
-8.97043524,34.78512508,0,12/22/2018
-2.86752992,30.52754594,0,11/24/2018
-5.75746728,34.69850906,2,2/14/2018
-3.74671934,33.30881093,0,12/28/2018
-8.96851007,36.68420842,0,6/22/2018
-4.29152031,37.98599453,0,10/21/2018
-4.92746639,31.99768066,0,3/12/2018
-3.73627041,32.20017297,0,1/18/2018
-11.1620665,34.73948088,0,10/8/2018
-5.58385193,30.41275361,0,12/28/2018
-3.59665505,37.389266,0,1/14/2018
-4.91985689,34.67397086,0,6/16/2018
-9.241537199999998,34.50502147,0,5/13/2018
-1.87460508,33.42939523,0,8/3/2018
-3.18056682,36.87077309,0,6/15/2018
-4.76327296,30.21305259,2,1/19/2018
-2.96951144,34.2444701,1,9/27/2018
-8.57760297,32.31404439999999,2,9/29/2018
-6.53967484,38.83804537,0,4/7/2018
-6.79879376,37.078073100000005,0,7/5/2018
-4.03383328,34.52566063,0,10/21/2018
-10.66712836,35.50581488,0,4/17/2018
-2.6531335,31.30273546,0,10/10/2018
-6.96817286,39.34659701,0,3/6/2018
-3.23478025,37.20367962,0,3/10/2018
-4.9396442,38.4803982,0,12/1/2018
-5.48527401,35.63576762,2,9/18/2018
-4.87869154,32.58550186,0,7/19/2018
-6.17166964,35.63842592,0,3/17/2018
-7.96849447,35.39039721,0,5/11/2018
-3.33662924,36.6460229,0,10/20/2018
-3.47544284,32.77752936,0,10/25/2018
-4.05332701,33.10471106,2,7/27/2018
-8.13076879,31.67648363,0,8/27/2018
-2.40163213,32.33373278,2,3/5/2018
-1.00707252,31.77214316,2,2/12/2018
-5.11749367,35.77286165,0,2/8/2018
-2.49025515,31.78954418,0,11/3/2018
-3.20883333,37.25582461,0,4/2/2018
-4.63683193,30.38090525,0,2/24/2018
-9.44223613,33.91396407,0,12/14/2018
-2.81409953,33.31232108,0,3/11/2018
-3.48997757,31.98206105,0,6/9/2018
-11.220801199999999,35.47576986,0,11/28/2018
-8.97823145,33.21486508,1,8/12/2018
-2e-08,0.0,2,3/26/2018
-4.86677936,38.80114983,0,2/18/2018
-8.93706336,33.53533647,0,2/25/2018
-6.63509529,38.34898459,0,9/17/2018
-6.99248314,39.11744983,0,9/12/2018
-2.57942979,33.3411603,2,11/24/2018
-4.11675493,33.99057867,0,11/25/2018
-6.96006455,38.26695823,2,3/18/2018
-10.85408515,36.19207014,2,9/1/2018
-4.82500995,34.78691189,0,10/28/2018
-4.82845497,29.65681825,1,6/9/2018
-8.84035774,32.79204887,0,11/23/2018
-6.93451642,37.52669942,2,1/27/2018
-4.8357725,38.28495746,0,10/29/2018
-4.36210604,37.89290452,0,1/3/2018
-7.09974999,38.93397964,0,5/4/2018
-4.38245341,30.18601225,0,3/14/2018
-3.23954094,36.9239382,0,3/31/2018
-4.68137687,39.10446193,2,9/16/2018
-3.23785759,36.99676752,0,6/1/2018
-3.25719831,33.34420412,0,3/6/2018
-7.43971319,37.57086448,2,10/14/2018
-4.38006004,32.85111126,0,4/6/2018
-3.51703685,37.51650589,0,4/5/2018
-11.04207903,34.62794154,0,2/8/2018
-8.87299306,34.76833078,0,4/18/2018
-5.53022516,38.48343695,0,6/9/2018
-9.053463699999998,34.91092258,0,11/8/2018
-3.30311015,37.60416928,0,5/22/2018
-2.58724785,31.29618661,0,7/18/2018
-5.63508031,36.02936303,0,7/26/2018
-2.45629626,32.12220039,0,2/3/2018
-4.85264234,29.89636795,2,6/2/2018
-2.59518913,30.54915818,2,6/10/2018
-3.3015072,36.68009407,0,2/7/2018
-5.86131556,35.69552087,0,9/21/2018
-4.70922693,35.95775735,1,4/19/2018
-3.31831108,35.68689252,0,2/7/2018
-9.61332571,34.40009775,0,4/30/2018
-1.36877642,34.15939688,0,12/22/2018
-6.72594126,37.32845202,0,10/3/2018
-6.23961535,37.54988597,0,10/25/2018
-5.68605241,32.81341186,2,6/29/2018
-9.28256183,34.36549733,0,11/7/2018
-9.05603512,34.74701441,0,9/5/2018
-1.42786261,31.62949502,0,4/19/2018
-2.60865411,30.45539114,0,1/7/2018
-10.45132576,39.84444071,2,7/15/2018
-6.48755884,38.97690328,2,9/2/2018
-11.13459566,38.56184085,2,6/11/2018
-7.03922246,37.57090004,0,6/12/2018
-10.29629435,34.7298414,0,3/13/2018
-10.6991549,35.80087863,0,6/18/2018
-7.68061813,36.96392647,0,10/30/2018
-4.8548477,38.36483611,0,12/19/2018
-4.01192955,35.80020773,0,6/26/2018
-4.40056984,38.00070587,0,4/14/2018
-3.02676503,31.75645918,2,5/8/2018
-3.42099725,37.37548616,2,12/22/2018
-7.56434964,39.19856735,2,1/22/2018
-6.96247516,37.53277831,0,2/27/2018
-8.06541135,35.29513694,0,6/3/2018
-2.74448849,33.22105571,0,2/2/2018
-3.55930202,36.98430698,0,1/25/2018
-10.23401205,38.62408899,2,7/15/2018
-3.02025186,37.58316276,0,4/21/2018
-3.62331619,30.72290391,0,11/6/2018
-3.27788644,37.26972606,0,8/22/2018
-6.13170499,37.61906605,0,7/1/2018
-8.87252782,33.61363396,0,4/5/2018
-8.98226702,34.92488021,0,2/12/2018
-2.635611,33.51812875,2,4/2/2018
-4.61090634,33.3534029,0,8/13/2018
-4.46138171,32.31728418,0,7/12/2018
-2.46688476,30.64376181,0,9/14/2018
-3.16842839,36.97481413,0,11/14/2018
-5.01169573,38.37886826,0,1/15/2018
-3.26455498,37.48539785,2,10/1/2018
-4.98913741,32.24728617,2,3/30/2018
-2.35173908,32.32598197,2,9/15/2018
-3.16489255,33.80408343,2,3/27/2018
-9.36108135,34.07762127,0,4/26/2018
-3.44796298,33.51388904,2,10/28/2018
-1.72198836,31.12204956,0,8/15/2018
-7.95967913,35.38657483,0,2/24/2018
-7.64654623,37.03140379,0,9/14/2018
-6.35311597,35.45741703,0,10/30/2018
-3.33501482,35.6862167,0,4/25/2018
-9.41315046,34.93153535,0,8/2/2018
-3.44323996,37.51720588,0,8/10/2018
-9.59330517,33.85868445,0,6/14/2018
-4.82453261,34.82768584,0,9/19/2018
-4.65188512,34.38581099,0,12/16/2018
-3.26253645,37.24478675,0,5/15/2018
-3.95243327,35.160951700000005,2,10/2/2018
-10.29362276,40.03187097,0,4/27/2018
-7.28635241,31.37950275,0,2/16/2018
-7.74577556,35.56571486,0,3/10/2018
-2.92546667,32.67341941,0,5/17/2018
-4.8207426,38.37574858,2,9/7/2018
-6.813043799999999,32.08791049,0,4/15/2018
-3.31100694,30.90687688,2,12/27/2018
-9.90166736,35.09847199,0,12/5/2018
-5.92357597,35.68428707,0,11/11/2018
-3.22339798,33.5616447,0,10/13/2018
-4.85467151,29.89505651,1,6/8/2018
-4.03150955,35.77173233,0,2/3/2018
-10.27500135,40.18942689,0,10/10/2018
-9.19509643,34.06386909,0,6/29/2018
-3.49853401,36.80194149,0,6/23/2018
-4.824242900000001,38.2801156,0,1/9/2018
-7.04475293,39.34132614,0,7/21/2018
-4.26270409,34.877931700000005,0,1/9/2018
-8.74101857,35.18671029,0,6/25/2018
-9.14643732,34.69339798,0,12/24/2018
-3.51421401,32.24064461,2,7/5/2018
-9.90558484,34.68368478,0,9/9/2018
-6.82896827,37.50079483,2,2/16/2018
-8.71401367,34.63323822,0,11/11/2018
-4.56993252,34.57023034,0,2/1/2018
-6.97102998,39.25906104,0,2/9/2018
-3.21857682,31.89928619,0,3/30/2018
-9.72273278,37.84934227,2,9/17/2018
-8.90383266,32.70563431,0,11/7/2018
-3.94708648,34.20450787,0,9/18/2018
-5.44014679,38.93297484,0,7/14/2018
-2.99124792,30.857186600000002,0,1/22/2018
-5.26690235,36.42224675,2,4/24/2018
-6.64434002,32.1093045,0,9/1/2018
-4.49700303,30.2060328,0,6/28/2018
-5.94150421,35.9144239,0,5/13/2018
-3.2895301,37.51142405,2,1/16/2018
-11.07877765,37.49347162,2,2/7/2018
-2.84645288,32.64839193,0,12/10/2018
-10.99993095,34.97562739,0,7/22/2018
-10.11193189,34.68879078,0,7/16/2018
-10.89475106,38.23559476,0,8/19/2018
-4.51485965,30.10724833,2,10/18/2018
-4.293371,37.98619241,0,8/8/2018
-3.26308485,37.07036428,0,6/23/2018
-6.0675112,36.96243084,2,10/14/2018
-9.342922999999999,35.2873564,0,12/7/2018
-7.58389358,31.26551487,2,7/11/2018
-4.89904292,34.84699083,0,9/15/2018
-4.25663116,33.61959679,2,2/9/2018
-2e-08,0.0,2,6/1/2018
-3.14351815,36.70687554,0,11/15/2018
-5.02652378,39.05606706,0,8/20/2018
-10.72850717,38.65157673,2,2/2/2018
-1.21465943,31.42402759,2,2/12/2018
-4.35722982,34.20040497,0,9/20/2018
-4.773943,38.29150313,0,8/24/2018
-9.76294365,34.47867991,0,7/10/2018
-1.73981616,31.45653645,2,12/7/2018
-9.93149279,34.59146671,0,10/22/2018
-4.46673674,37.94220989,0,3/15/2018
-5.62658487,38.91581022,2,3/25/2018
-3.90566547,32.77396445,2,2/27/2018
-7.03885357,37.56912525,0,10/24/2018
-8.31327315,31.5186665,2,2/18/2018
-2.94582744,32.97207698,0,1/19/2018
-9.54106632,34.8157402,0,11/14/2018
-9.65718616,39.53491889,0,2/17/2018
-4.89627699,39.13223619,0,12/20/2018
-4.398928400000001,37.93268238,0,7/14/2018
-6.06287679,36.96477748,2,1/25/2018
-5.45797207,37.76753252,0,10/24/2018
-4.78597955,29.64871263,0,11/28/2018
-8.78084914,35.80611468,0,6/1/2018
-8.8715616,34.71799721,0,5/4/2018
-3.58058879,37.33211238,0,7/18/2018
-6.79895552,32.01864945,0,2/7/2018
-6.37243494,37.314108000000004,0,1/18/2018
-6.13749281,36.151646500000005,0,11/20/2018
-1.63667349,31.56923926,0,5/8/2018
-1.83055504,34.72651071,2,10/2/2018
-7.02767524,36.43463748,0,5/31/2018
-4.80310422,29.93352926,1,7/5/2018
-2.98914475,34.19592768,0,7/11/2018
-2.74193708,30.60142693,0,1/29/2018
-4.51640671,30.11527861,0,2/13/2018
-8.95174646,34.89030733,0,1/19/2018
-3.23170766,31.00826842,0,11/3/2018
-8.96649768,34.5280537,0,5/4/2018
-1.73860057,31.61927855,2,6/23/2018
-5.03784512,32.23773054,2,3/20/2018
-4.42276772,33.48370536,0,7/31/2018
-8.93169356,34.95145426,0,4/1/2018
-3.2846446000000005,37.07839577,0,5/19/2018
-3.31427965,30.93502985,0,7/26/2018
-6.90708827,37.45954192,0,3/18/2018
-4.31130831,35.24900522,0,7/19/2018
-3.79036479,37.64812508,0,5/15/2018
-4.90704467,36.1420869,2,2/27/2018
-8.41312331,31.43039756,0,4/7/2018
-3.34404766,36.88853239,0,6/16/2018
-6.6331284,38.34989249,0,4/7/2018
-3.27503715,36.97832442,0,11/20/2018
-4.61763142,30.22096502,1,2/16/2018
-3.3148068,37.49173416,0,9/16/2018
-3.35042967,36.71426214,0,12/20/2018
-1.20754111,30.93615094,0,12/3/2018
-3.23548808,36.61320182,0,11/26/2018
-9.90962265,34.67430705,0,6/9/2018
-4.31583479,33.50576251,2,4/3/2018
-9.82931004,34.50082611,0,7/31/2018
-6.77326581,32.01649705,0,5/21/2018
-6.43661361,37.52817093,0,3/31/2018
-5.9317229000000005,37.42849304,0,2/11/2018
-3.55963685,34.06856887,0,10/10/2018
-3.0687722,37.58801855,0,1/19/2018
-5.39334108,37.18373891,2,6/3/2018
-7.0473330999999995,39.23896979,2,3/23/2018
-2e-08,0.0,1,3/30/2018
-10.68604349,35.64022516,0,1/5/2018
-2e-08,0.0,1,1/1/2018
-5.439464599999999,38.88450298,2,4/15/2018
-2.9821508999999997,31.87299921,0,4/10/2018
-9.71898566,34.48167317,0,7/24/2018
-8.9643441,34.52501398,0,8/26/2018
-6.53548388,38.18889772,2,8/14/2018
-7.95205658,38.987125299999995,0,10/29/2018
-2.75572866,33.279483,0,6/9/2018
-2.59660001,32.59446924,0,11/29/2018
-7.59774799,36.99720744,0,8/11/2018
-4.38959538,32.83726605,0,12/28/2018
-7.63456966,31.08788825,2,8/26/2018
-2.38437742,32.97442478,2,7/16/2018
-3.17311936,34.42714237,0,12/10/2018
-7.45366039,36.12449328,0,8/29/2018
-5.11417166,38.6222671,0,2/8/2018
-3.38372166,37.46499347,0,7/16/2018
-8.88522412,36.73134484,0,12/29/2018
-6.32835459,38.38512305,0,5/18/2018
-4.53068888,35.90447494,0,4/13/2018
-10.2456661,38.70275295,1,6/17/2018
-10.20479384,38.78062281,0,6/30/2018
-5.76646653,32.73899794,0,11/13/2018
-9.06084434,32.84210822,2,2/23/2018
-10.72099498,34.66884991,0,11/25/2018
-10.86416056,37.45298345,2,12/11/2018
-3.36185207,31.550755600000006,0,10/15/2018
-9.86772888,37.880391499999995,2,5/17/2018
-3.31121854,36.64181018,0,12/8/2018
-6.29168924,35.60099239,0,3/5/2018
-4.650041000000001,38.38169275,2,9/26/2018
-4.02504589,32.90752952,2,6/5/2018
-5.60529969,37.03133475,2,2/12/2018
-4.668872900000001,30.00117931,0,3/1/2018
-9.88994365,35.3544456,0,9/11/2018
-2e-08,0.0,0,8/24/2018
-3.47787746,36.79211003,0,4/11/2018
-6.5111731,38.93786983,0,2/9/2018
-10.92318767,35.49161553,0,7/8/2018
-9.05109571,33.11660863,0,6/8/2018
-1.25108315,31.75156396,0,6/5/2018
-8.64266367,32.14452366,0,5/16/2018
-2e-08,0.0,1,4/28/2018
-10.24168867,38.62602739,2,2/18/2018
-5.20832379,39.02199183,0,1/2/2018
-4.50903298,37.91375579,0,2/9/2018
-4.32970745,30.0308343,0,6/7/2018
-1.49334442,30.88045847,0,12/7/2018
-7.08573628,39.39999351,2,3/7/2018
-8.89414096,34.76812809,0,5/24/2018
-7.75282922,36.38339988,0,7/14/2018
-7.94588903,38.98441107,0,9/29/2018
-2.73908056,33.34403745,0,2/16/2018
-2.90057227,31.20060747,0,1/3/2018
-1.34383287,31.74030787,2,2/5/2018
-6.17036232,35.87952322,0,5/17/2018
-3.19807697,34.42528466,2,6/17/2018
-6.93669338,37.53704104,0,6/17/2018
-3.08679223,33.30611438,0,10/5/2018
-4.50093971,37.9666057,2,2/23/2018
-4.331153400000001,37.8639966,2,7/3/2018
-10.470741,34.78251353,0,11/18/2018
-5.00466919,32.81890611,0,4/23/2018
-4.76644497,33.24660654,2,6/2/2018
-2e-08,0.0,0,3/2/2018
-4.37973969,37.62504058,1,12/26/2018
-3.2988729,37.56041609,2,9/17/2018
-2e-08,0.0,0,9/10/2018
-4.68991069,29.71645431,1,9/11/2018
-4.28640527,35.25998593,0,2/9/2018
-2e-08,0.0,2,7/12/2018
-3.47779911,37.35465752,2,10/24/2018
-2.76449118,30.55533157,0,1/28/2018
-9.32992898,34.55018939,0,8/2/2018
-3.28197228,37.6466885,2,8/9/2018
-10.77403932,39.81079752,0,9/1/2018
-3.28477878,37.16309418,0,7/12/2018
-3.37009709,36.52945924,0,3/30/2018
-10.84065975,35.29156868,0,12/18/2018
-2.85396501,33.51087899,0,2/1/2018
-3.52298486,37.2903539,0,1/26/2018
-6.87322368,39.39832317,0,2/2/2018
-5.43478426,37.578072399999996,2,3/23/2018
-4.17622716,37.92248192,0,4/25/2018
-1.71809365,31.63531288,0,12/21/2018
-9.11409278,34.53968152,0,10/6/2018
-3.28018213,37.00655462,0,4/8/2018
-8.2634437,35.933761,0,5/25/2018
-7.35925691,38.99673651,2,12/11/2018
-2.50382785,33.03757325,2,9/8/2018
-4.51595034,32.20217028,2,4/21/2018
-3.95085249,33.14424079,2,5/11/2018
-4.46818558,35.84726962,0,2/23/2018
-3.22516098,37.255951399999994,0,4/4/2018
-1.37876731,31.76709287,0,3/27/2018
-10.16358895,38.51353915,2,11/17/2018
-4.12630825,37.88705605,0,5/2/2018
-2.98225681,33.67235856,0,7/11/2018
-4.41831413,34.47054033,0,3/25/2018
-6.68221341,38.69155155,0,8/27/2018
-4.8495776,38.80117595,0,2/23/2018
-3.36411867,36.90792071,0,8/29/2018
-6.60825025,38.79716315,0,12/13/2018
-7.81085292,35.12469848,0,1/29/2018
-6.78138359,37.13536636,0,8/4/2018
-2.55164873,36.786820399999996,0,8/8/2018
-2.79966837,36.36188016,0,6/23/2018
-7.84889924,35.07655532,0,4/8/2018
-4.86744166,38.80047042,0,12/30/2018
-4.539482,38.40412109,0,12/19/2018
-4.87616019,29.912779600000004,2,7/28/2018
-3.86038727,33.37078803,2,9/10/2018
-9.63446061,39.50278946,0,10/10/2018
-7.90465683,31.53035207,0,3/31/2018
-9.51868871,33.80538482,0,8/22/2018
-9.15457874,34.68623958,0,11/23/2018
-6.10259641,36.92591669,0,2/18/2018
-4.37939095,33.4296986,0,8/13/2018
-10.95250927,34.94604278,0,10/22/2018
-3.35405074,36.92626528,0,2/24/2018
-4.16651609,30.11213302,2,9/9/2018
-2e-08,0.0,0,7/6/2018
-5.63306584,30.42894748,0,6/10/2018
-1.76451097,33.96409538,2,8/6/2018
-3.26088341,36.61597629,0,10/10/2018
-7.86311298,38.50334264,0,10/27/2018
-10.48067782,39.04155731,1,3/1/2018
-2e-08,0.0,2,12/22/2018
-2e-08,0.0,0,10/15/2018
-9.0010177,33.0775152,0,4/25/2018
-4.96225824,39.13973973,0,8/17/2018
-9.76820307,34.51913317,0,9/28/2018
-8.44653586,34.88481006,0,7/30/2018
-8.95881044,33.24147036,0,11/25/2018
-3.40234042,32.7244541,2,5/15/2018
-8.99325564,33.96636001,0,1/19/2018
-3.44553393,33.66467268,2,7/13/2018
-4.30454291,35.65667198,0,3/12/2018
-7.25784823,37.7439564,0,6/6/2018
-6.93218714,38.72130316,0,6/21/2018
-10.44382336,40.1385098,0,8/25/2018
-3.12908958,36.8712563,0,10/22/2018
-9.32444971,34.69466337,0,7/16/2018
-4.85421406,38.80400967,0,11/24/2018
-11.01274594,38.4081689,0,11/25/2018
-9.76069316,35.29902627,0,1/17/2018
-3.03721765,33.4545752,0,9/15/2018
-6.37689763,36.38799128,2,10/11/2018
-4.97929589,38.53335565,0,6/15/2018
-8.15127191,35.62838745,0,3/25/2018
-2.51141814,30.8513311,0,11/1/2018
-10.72678816,34.67882201,0,12/10/2018
-2.61275005,31.55829448,0,7/20/2018
-3.36464164,36.74460709,0,10/17/2018
-2.64098336,33.26784726,0,2/24/2018
-3.72489709,34.0924203,2,7/2/2018
-1.71232225,31.10734966,0,10/16/2018
-7.81278722,31.79004754,0,4/7/2018
-9.04206109,33.13495076,0,7/26/2018
-4.45780653,35.87001389,0,7/20/2018
-2.97734859,37.54918996,0,8/19/2018
-6.77652354,37.13338121,0,7/16/2018
-3.20761199,34.41424788,0,4/5/2018
-10.15022499,39.57733472,0,12/8/2018
-6.27837623,36.11962969,0,1/18/2018
-10.63066994,36.0603987,0,8/27/2018
-4.95494286,38.07614607,2,12/27/2018
-9.27371143,34.60779956,0,7/30/2018
-2e-08,0.0,1,2/23/2018
-7.46989485,35.82578841,0,7/4/2018
-3.29494728,36.69688879,0,4/8/2018
-7.49947561,39.14324058,0,8/26/2018
-4.53380945,35.74546602,0,5/7/2018
-3.19884498,37.62524291,2,9/18/2018
-2.54617201,30.747036600000005,2,10/21/2018
-4.63881457,34.18899391,0,6/2/2018
-9.39177858,35.29698764,0,6/7/2018
-8.66763192,36.7065776,0,3/8/2018
-10.37909542,40.11320885,0,7/11/2018
-3.18998801,31.362695199999997,0,6/13/2018
-3.4041645,35.66681041,0,3/15/2018
-4.38981055,37.47904929999999,2,11/1/2018
-4.31607931,30.31639278,0,10/1/2018
-6.80084431,32.12872162,0,2/19/2018
-4.31789873,35.86724326,0,5/4/2018
-4.99231437,30.29224238,2,3/27/2018
-11.44597296,36.88782538,0,3/8/2018
-6.865504700000001,39.41513329,2,6/14/2018
-4.44924135,30.09644965,0,9/26/2018
-6.09122965,35.91126361,0,5/21/2018
